item-id,length,width,height,attribute
"G4221109",1000,200,980,"product"
"G4221000N",990,180,960,"product"
"G4221009",1000,200,980,"product"
"G4221109T",1000,200,980,"product"
"G4229800",335,480,1260,"product"
"G4222200",285,365,1650,"product"
"G4223201",330,330,1010,"product"
"G4230900",250,160,860,"product"
"G4229900",564,564,1845,"product"
"G4231000N",560,530,1490,"product"
"G4223200",330,330,1010,"product"
"G4229900T",600,600,1800,"product"
"G4229900N",600,600,1800,"product"
"G4231000",505,505,1435,"product"
"G4231000B",560,530,1490,"product"
"G4231100",350,350,1210,"product"
"G4231803",420,420,1080,"product"
"G4231000T",560,530,1490,"product"
"G4231900",335,480,1260,"product"
"G4231700",230,230,535,"product"
"G4231800",335,480,1260,"product"
"G4231903",420,420,1080,"product"
"G4231700S",250,250,550,"product"
"G4240000",400,650,1800,"product"
"G4238400",424,520,1365,"product"
"G4238702",330,880,2100,"product"
"G4238300",20,900,700,"product"
"G4240001",10,10,10,"product"
"G4238200",375,375,1150,"product"
"G4238700",330,880,2100,"product"
"G4238301",20,900,700,"product"
"G4238401",424,520,1365,"product"
"G4247900",150,930,730,"product"
"G4247800",450,291,972,"product"
"G4252200",330,540,1130,"product"
"G4253600",330,410,1265,"product"
"G4252300",410,720,1560,"product"
"G4253700",330,410,1265,"product"
"G4252301",410,720,1560,"product"
"G4253400",330,410,1265,"product"
"G4253500",330,410,1265,"product"
"G4253800",330,410,1265,"product"
"G4255801",1180,300,1180,"product"
"G4256102",200,1650,1650,"product"
"G4255800",300,300,1300,"product"
"G4256100",30,1620,1620,"product"
"G4256200",30,1620,1620,"product"
"G4256101",200,1650,1650,"product"
"G4257000",253,253,795,"product"
"G4257001",253,253,795,"product"
"G4257100",253,253,795,"product"
"G4257500",253,253,795,"product"
"G4257102",253,253,795,"product"
"G4257600",490,490,1145,"product"
"G4257300",253,253,795,"product"
"G4256201",30,1620,1620,"product"
"G4257602",490,490,1145,"product"
"G4257601",490,490,1145,"product"
"G4256700",291,452,972,"product"
"G4258000",40,650,650,"product"
"G4258100",370,900,1330,"product"
"G4258200",519,384,1580,"product"
"G4257900",300,300,850,"product"
"G4257700",490,490,1145,"product"
"G4259000",300,930,1630,"product"
"G4259101",50,900,1600,"product"
"G4260701",500,500,590,"product"
"G4258300",290,370,1020,"product"
"G4259001",300,930,1630,"product"
"G4259100",50,900,1600,"product"
"G4263900",290,190,600,"product"
"G4260800",160,250,720,"product"
"G4263800",290,190,600,"product"
"G4264301",190,280,1100,"product"
"G4264300",190,280,1100,"product"
"G4260700",500,500,590,"product"
"G4264601",310,530,1180,"product"
"G4264100",750,750,10,"product"
"G4260801",160,250,720,"product"
"G4264701",740,740,760,"product"
"G4265000",740,740,760,"product"
"G4265001",740,740,760,"product"
"G4264700",740,740,760,"product"
"G4264902",420,290,1570,"product"
"G4265400",180,180,1020,"product"
"G4264900",290,420,1570,"product"
"G4265301",180,180,1020,"product"
"G4264600",310,530,1180,"product"
"G4264400",740,740,760,"product"
"G4266000",180,180,1020,"product"
"G4265300",180,180,1020,"product"
"G4265900",180,180,1020,"product"
"G4265701",180,180,1020,"product"
"G4266200",180,180,1020,"product"
"G4265700",180,180,1020,"product"
"G4265600",180,180,1020,"product"
"G4269501",490,490,1145,"product"
"G4266100",180,180,1020,"product"
"G4266700",370,460,1307,"product"
"G4266701",370,460,1307,"product"
"G4269301",490,490,1145,"product"
"G4269300",490,490,1145,"product"
"G4271100",910,910,1080,"product"
"G4269500",490,490,1145,"product"
"G4271001",800,800,960,"product"
"G4269201",490,490,1145,"product"
"G4271800",40,650,650,"product"
"G4269200",490,490,1145,"product"
"G4269400",490,490,1145,"product"
"G4271101",910,910,1080,"product"
"G4271000",800,800,960,"product"
"G4272600",198,212,1125,"product"
"G4272300",460,370,1307,"product"
"G4272400",198,212,1125,"product"
"G4272500",198,212,1125,"product"
"G4276701",460,460,1702,"product"
"G4278700",690,690,650,"product"
"G4278701",690,690,650,"product"
"G4278801",620,995,1615,"product"
"G4278300",690,690,650,"product"
"G4277600",291,452,972,"product"
"G4277700",452,291,972,"product"
"G4277500",291,452,972,"product"
"G4277900",290,190,600,"product"
"G4279000",620,995,1615,"product"
"G4278900",620,995,1615,"product"
"G4276700",460,460,1702,"product"
"G4278800",620,995,1615,"product"
"G4278901",620,995,1615,"product"
"G4278200",460,460,380,"product"
"G4284001",465,465,1715,"product"
"G4284100",220,220,800,"product"
"G4280100",100,1650,2080,"product"
"G4279001",620,995,1615,"product"
"G4280000",180,180,520,"product"
"G4284000",465,465,1715,"product"
"G4284101",10,10,10,"product"
"G4287301",650,650,1185,"product"
"G4287001",620,995,1615,"product"
"G4287200",650,650,1185,"product"
"G4287400",650,650,1185,"product"
"G4287100",620,995,1615,"product"
"G4287300",650,650,1185,"product"
"G4287401",650,650,1185,"product"
"G4288500",170,170,510,"product"
"G4287201",650,650,1185,"product"
"G4287000",620,995,1615,"product"
"G4292000",700,700,700,"product"
"G4290300",755,755,315,"product"
"G4290400",755,755,315,"product"
"G4293300",160,250,860,"product"
"G4293400",180,180,1020,"product"
"G4291800",740,740,760,"product"
"G4293200",40,650,650,"product"
"G4292100",465,465,1715,"product"
"G4291900",550,510,700,"product"
"G4293100",300,890,2100,"product"
"G4291200",230,350,1390,"product"
"G4294500",250,930,1630,"product"
"G4295400",370,740,670,"product"
"G4294400",50,900,1600,"product"
"G4302000",240,280,280,"product"
"G4302100",240,280,280,"product"
"G4301800",200,200,1100,"product"
"G4301100",200,200,1100,"product"
"G4301300",200,200,1100,"product"
"G4302101",280,280,1600,"product"
"G4302200",240,280,280,"product"
"G4301400",200,200,1100,"product"
"G4301200",200,200,1100,"product"
"G4302001",280,280,1600,"product"
"G4302201",280,280,1600,"product"
"G4302400",240,280,280,"product"
"G4302601",280,280,1600,"product"
"G4302300",240,280,280,"product"
"G4302301",280,280,1600,"product"
"G4302401",280,280,1600,"product"
"G4303000",190,290,795,"product"
"G4302501",280,280,1600,"product"
"G4302700",240,280,280,"product"
"G4304901",370,370,1390,"product"
"G4302701",280,280,1600,"product"
"G4303400",190,290,795,"product"
"G4302801",280,280,1600,"product"
"G4302800",240,280,280,"product"
"G4303500",190,290,795,"product"
"G4302600",240,280,280,"product"
"G4303200",190,290,795,"product"
"G4304900",370,370,1390,"product"
"G4305000",290,190,600,"product"
"G4302500",240,280,280,"product"
"G4308700",470,470,1510,"product"
"G4308500",519,384,1580,"product"
"G4314501",285,365,1400,"product"
"G4316500",180,180,1020,"product"
"G4315600",910,910,1080,"product"
"G4314500",285,365,1400,"product"
"G4314600",285,365,1650,"product"
"G4316900",180,180,1020,"product"
"G4317000",695,960,1820,"product"
"G4314601",285,365,1650,"product"
"G4316700",180,180,1020,"product"
"G4316800",180,180,1020,"product"
"G4316600",180,180,1020,"product"
"G4317100",695,960,1820,"product"
"G4317200",695,960,1820,"product"
"G4372900",60,1620,1620,"product"
"G4372902",60,1620,1620,"product"
"G4385600",695,960,1820,"product"
"G4372802",300,1650,1550,"product"
"G4372800",300,1650,1650,"product"
"G4383600",30,650,900,"product"
"G4383601",30,650,900,"product"
"G4385602",695,960,1820,"product"
"G4385701",695,960,1820,"product"
"G4385800",695,960,1820,"product"
"G4385700",695,960,1820,"product"
"G4385900",695,960,1820,"product"
"G4385601",695,960,1820,"product"
"G4386001",695,960,1820,"product"
"G4386101",695,960,1820,"product"
"G4385702",695,960,1820,"product"
"G4385801",695,960,1820,"product"
"G4386000",695,960,1820,"product"
"G4386200",695,960,1820,"product"
"G4385901",695,960,1820,"product"
"G4385902",695,960,1820,"product"
"G4386002",695,960,1820,"product"
"G4385802",695,960,1820,"product"
"G4386100",695,960,1820,"product"
"G4386302",695,960,1820,"product"
"G4386102",695,960,1820,"product"
"G4386300",695,960,1820,"product"
"G4386201",695,960,1820,"product"
"G4386402",695,960,1820,"product"
"G4386202",695,960,1820,"product"
"G4386400",695,960,1820,"product"
"G4386501",695,960,1820,"product"
"G4386301",695,960,1820,"product"
"G4386401",695,960,1820,"product"
"G4386901",620,995,1615,"product"
"G4386502",695,960,1820,"product"
"G4386600",620,995,1615,"product"
"G4386500",695,960,1820,"product"
"G4386700",620,995,1615,"product"
"G4386900",620,995,1615,"product"
"G4386701",620,995,1615,"product"
"G4387001",620,995,1615,"product"
"G4387701",620,995,1615,"product"
"G4386601",620,995,1615,"product"
"G4387000",620,995,1615,"product"
"G4387201",620,995,1615,"product"
"G4386801",620,995,1615,"product"
"G4387100",620,995,1615,"product"
"G4386800",620,995,1615,"product"
"G4387101",620,995,1615,"product"
"G4387800",620,995,1615,"product"
"G4387801",620,995,1615,"product"
"G4387500",620,995,1615,"product"
"G4387601",620,995,1615,"product"
"G4387300",620,995,1615,"product"
"G4387200",620,995,1615,"product"
"G4387501",620,995,1615,"product"
"G4387600",620,995,1615,"product"
"G4387401",620,995,1615,"product"
"G4387400",620,995,1615,"product"
"G4387301",620,995,1615,"product"
"G4387700",620,995,1615,"product"
"G4388000",550,960,1810,"product"
"G4388301",550,960,1810,"product"
"G4388001",550,960,1810,"product"
"G4388400",550,960,1810,"product"
"G4388200",550,960,1810,"product"
"G4388100",550,960,1810,"product"
"G4388300",550,960,1810,"product"
"G4387900",620,995,1615,"product"
"G4388201",550,960,1810,"product"
"G4388801",550,960,1810,"product"
"G4387901",620,995,1615,"product"
"G4388601",550,960,1810,"product"
"G4388500",550,960,1810,"product"
"G4388101",550,960,1810,"product"
"G4388401",550,960,1810,"product"
"G4388600",550,960,1810,"product"
"G4388501",550,960,1810,"product"
"G4389100",620,995,1615,"product"
"G4388700",550,960,1810,"product"
"G4389001",620,995,1615,"product"
"G4388701",550,960,1810,"product"
"G4389300",620,995,1615,"product"
"G4389401",620,995,1615,"product"
"G4388800",550,960,1810,"product"
"G4388901",550,960,1810,"product"
"G4389000",620,995,1615,"product"
"G4389201",620,995,1615,"product"
"G4389400",620,995,1615,"product"
"G4389601",620,995,1615,"product"
"G4389600",620,995,1615,"product"
"G4388900",550,960,1810,"product"
"G4389501",620,995,1615,"product"
"G4389500",620,995,1615,"product"
"G4389901",620,995,1615,"product"
"G4389700",620,995,1615,"product"
"G4389200",620,995,1615,"product"
"G4389801",620,995,1615,"product"
"G4389800",620,995,1615,"product"
"G4389701",620,995,1615,"product"
"G4389900",620,995,1615,"product"
"G4396800",190,280,1100,"product"
"G4395301",470,470,1510,"product"
"G4395300",470,470,1510,"product"
"G4396600",40,650,650,"product"
"G4397000",490,490,1145,"product"
"G4396700",253,253,795,"product"
"G4397100",290,370,1660,"product"
"G4399500",370,370,1390,"product"
"G4400500",695,960,1820,"product"
"G4399600",370,370,1390,"product"
"G4399400",370,370,1390,"product"
"G4400400",695,960,1820,"product"
"G4407000",300,300,1030,"product"
"G4402400",335,480,1260,"product"
"G4402200",40,650,650,"product"
"G4407400",300,300,1030,"product"
"G4406900",300,300,1030,"product"
"G4411600",695,960,1820,"product"
"G4407100",300,300,1030,"product"
"G4402500",540,540,1960,"product"
"G4410200",670,670,2090,"product"
"G4409700",420,420,1080,"product"
"G4409900",420,420,1080,"product"
"G4410300",670,670,2090,"product"
"G4410301",670,670,2090,"product"
"G4410000",670,670,2090,"product"
"G4409800",420,420,1080,"product"
"G4409600",420,420,1080,"product"
"G4410600",180,180,1020,"product"
"G4410100",670,670,2090,"product"
"G4412500",300,300,1030,"product"
"G4411500",695,960,1820,"product"
"G4413600",330,540,1130,"product"
"G4412800",500,770,1360,"product"
"G4410900",180,180,1020,"product"
"G4412700",465,465,1715,"product"
"G4410800",180,180,1020,"product"
"G4413500",160,250,860,"product"
"G4412600",330,540,1130,"product"
"G4413400",365,795,1330,"product"
"G4412801",500,770,1300,"product"
"G4413601",330,540,1100,"product"
"G4412601",330,540,1100,"product"
"G4414000",270,360,1430,"product"
"G4413800",300,300,1030,"product"
"G4413700",190,280,1100,"product"
"G4414200",490,490,1870,"product"
"G4414100",410,460,1620,"product"
"G4413900",330,700,1920,"product"
"G4426000",253,253,795,"product"
"G4417000",750,780,2140,"product"
"G4417100",750,780,2140,"product"
"G4426100",550,470,1200,"product"
"G4425700",460,460,1702,"product"
"G4425600",370,460,1307,"product"
"G4425500",160,250,860,"product"
"G4425900",100,1650,2080,"product"
"G4427800",160,250,860,"product"
"G4425800",305,420,1456,"product"
"G4432500",460,460,380,"product"
"G4426200",465,465,1715,"product"
"G4427400",460,460,380,"product"
"G4426300",385,375,1335,"product"
"G4426301",385,375,1335,"product"
"G4427500",160,250,860,"product"
"G4427300",40,650,650,"product"
"G4427700",700,700,700,"product"
"G4427900",340,340,1280,"product"
"G4431000",740,740,840,"product"
"G4432400",370,460,1307,"product"
"G4427600",690,690,650,"product"
"G4432600",160,250,720,"product"
"G4430800",180,180,1020,"product"
"G4432700",253,253,795,"product"
"G4430700",180,180,1020,"product"
"G4431100",163,1616,680,"product"
"G4430900",180,180,1020,"product"
"G4433300",330,540,1130,"product"
"G4432800",470,550,1200,"product"
"G4433000",675,675,715,"product"
"G4433200",465,465,1720,"product"
"G4432900",465,465,1720,"product"
"G4435900",690,540,2040,"product"
"G4433100",515,515,605,"product"
"G4433701",815,815,870,"product"
"G4434000",300,930,2150,"product"
"G4433800",540,540,2280,"product"
"G4433700",815,815,870,"product"
"G4433801",540,540,2280,"product"
"G4433600",300,300,1030,"product"
"G4434100",370,460,1307,"product"
"G4434600",10,10,10,"product"
"G4434500",10,10,10,"product"
"G4433900",285,365,1650,"product"
"G4434300",10,10,10,"product"
"G4433301",330,540,1130,"product"
"G4434200",10,10,10,"product"
"G4434800",100,1650,2080,"product"
"G4436000",690,540,2040,"product"
"G4436100",690,540,2040,"product"
"G4439300",755,755,315,"product"
"G4437500",50,1400,1400,"product"
"G4438900",60,900,1750,"product"
"G4439100",180,180,1020,"product"
"G4439000",300,930,1770,"product"
"G4437600",630,1430,1430,"product"
"G4439500",190,280,1100,"product"
"G4439400",330,540,1100,"product"
"G4439700",330,700,1920,"product"
"G4439800",410,460,1620,"product"
"G4444800",519,384,1580,"product"
"G4444900",330,410,1265,"product"
"G4439200",755,755,315,"product"
"G4439900",490,490,1870,"product"
"G4440000",270,1260,1650,"product"
"G4444600",55,1200,1600,"product"
"G4448100",10,10,10,"product"
"G4445100",330,410,1265,"product"
"G4445000",330,410,1265,"product"
"G4445300",330,410,1265,"product"
"G4448000",10,10,10,"product"
"G4444700",519,384,1580,"product"
"G4445500",190,290,600,"product"
"G4445200",330,410,1265,"product"
"G4449300",465,465,1720,"product"
"G4445600",190,290,600,"product"
"G4449700",460,460,1702,"product"
"G4449600",700,700,700,"product"
"G4449500",500,500,550,"product"
"G4449400",465,465,1720,"product"
"G4445400",40,650,650,"product"
"G4449800",465,465,1715,"product"
"G4459500",327,688,1786,"product"
"G4459800",440,802,2200,"product"
"G4459700",608,925,2480,"product"
"G4459600",418,800,2173,"product"
"G4460200",520,900,2200,"product"
"G4459900",608,925,2480,"product"
"G4462900",180,180,1020,"product"
"G4460400",925,608,2480,"product"
"G4463000",180,180,1020,"product"
"G4460000",327,688,1786,"product"
"G4462800",180,180,1020,"product"
"G4460300",608,925,2480,"product"
"G4460100",418,800,2173,"product"
"G4465800",350,230,1390,"product"
"G4471600",198,212,1125,"product"
"G4466100",730,733,230,"product"
"G4471800",198,212,1125,"product"
"G4472000",198,212,1125,"product"
"G4472400",198,212,1125,"product"
"G4472100",198,212,1125,"product"
"G4472300",198,212,1125,"product"
"G4471900",198,212,1125,"product"
"G4472600",198,212,1125,"product"
"G4472200",198,212,1125,"product"
"G4472500",198,212,1125,"product"
"G4473300",300,1650,1550,"product"
"G4473100",60,1620,1520,"product"
"G4473200",670,1650,1550,"product"
"G4473900",1650,100,2080,"product"
"G4474100",100,1650,2080,"product"
"G4478400",330,330,1010,"product"
"G4478300",380,380,1640,"product"
"G4479700",325,325,1255,"product"
"G4480000",95,95,1508,"product"
"G4479800",160,250,860,"product"
"G4482600",380,380,1630,"product"
"G4487100",40,650,650,"product"
"G4486900",370,460,1130,"product"
"G4483000",325,325,1255,"product"
"G4487000",370,460,1307,"product"
"G4488800",115,535,880,"product"
"G4486800",410,510,1420,"product"
"G4487200",190,280,1100,"product"
"G4487300",160,250,860,"product"
"G4488700",115,535,880,"product"
"G4490100",220,725,955,"product"
"G4489700",170,750,875,"product"
"G4489900",220,725,955,"product"
"G4489500",170,750,875,"product"
"G4491501",500,790,2090,"product"
"G4491500",500,790,2090,"product"
"G4491600",540,540,1960,"product"
"G4492800",500,770,1300,"product"
"G4491700",670,670,2090,"product"
"G4492900",490,765,1560,"product"
"G4493000",500,770,1300,"product"
"G4493600",330,540,1100,"product"
"G4495300",10,10,10,"product"
"G4493200",330,540,1100,"product"
"G4493900",420,420,1080,"product"
"G4494000",420,420,1080,"product"
"G4493801",400,630,1560,"product"
"G4493700",500,770,1300,"product"
"G4495400",10,10,10,"product"
"G4493800",400,630,1560,"product"
"G4493400",330,540,1100,"product"
"G4496000",375,795,1165,"product"
"G4495700",40,650,650,"product"
"G4495900",320,695,880,"product"
"G4500700",253,253,795,"product"
"G4495800",300,300,630,"product"
"G4499500",350,350,1470,"product"
"G4500100",750,780,2140,"product"
"G4500600",285,415,1950,"product"
"G4499600",325,325,1255,"product"
"G4500500",450,450,1650,"product"
"G4501000",330,540,1100,"product"
"G4501200",60,1620,1520,"product"
"G4500000",750,780,2140,"product"
"G4500900",500,770,1300,"product"
"G4500800",490,490,1145,"product"
"G4501100",300,1650,1550,"product"
"G4503300",620,995,1615,"product"
"G4503400",620,995,1615,"product"
"G4503100",245,435,1130,"product"
"G4506300",695,960,1820,"product"
"G4506400",695,960,1820,"product"
"G4508300",300,300,1030,"product"
"G4506500",695,960,1820,"product"
"G4508400",470,550,1820,"product"
"G4508700",40,650,650,"product"
"G4508000",190,280,1100,"product"
"G4508100",300,300,1030,"product"
"G4503200",245,435,1130,"product"
"G4508800",160,250,720,"product"
"G4508900",500,500,550,"product"
"G4510100",180,180,1020,"product"
"G4509100",650,800,240,"product"
"G4509200",650,800,240,"product"
"G4508200",400,610,1700,"product"
"G4509300",650,800,240,"product"
"G4509400",650,800,240,"product"
"G4510200",180,180,1020,"product"
"G4510400",180,180,1020,"product"
"G4509700",805,800,210,"product"
"G4509800",805,800,210,"product"
"G4509500",805,800,210,"product"
"G4512300",220,220,800,"product"
"G4511900",220,220,800,"product"
"G4509600",805,800,210,"product"
"G4512400",220,220,800,"product"
"G4511800",220,220,800,"product"
"G4512100",220,220,800,"product"
"G4511700",220,220,800,"product"
"G4512500",220,220,800,"product"
"G4512600",220,220,800,"product"
"G4513700",519,384,1580,"product"
"G4512200",220,220,800,"product"
"G4513300",220,220,800,"product"
"G4512700",220,220,800,"product"
"G4513400",220,220,800,"product"
"G4513000",220,220,800,"product"
"G4513900",217,329,907,"product"
"G4514200",519,384,1580,"product"
"G4513800",290,370,1020,"product"
"G4512900",220,220,800,"product"
"G4512800",220,220,800,"product"
"G4514000",245,365,1075,"product"
"G4514700",755,755,315,"product"
"G4514300",285,365,1650,"product"
"G4514400",370,460,1307,"product"
"G4514100",519,384,1580,"product"
"G4514900",385,375,1335,"product"
"G4514600",519,384,1580,"product"
"G4514800",755,755,315,"product"
"G4518500",564,564,1845,"product"
"G4518400",335,480,1260,"product"
"G4520500",160,250,860,"product"
"G4520600",300,300,630,"product"
"G4520900",375,795,1165,"product"
"G4525200",180,180,1020,"product"
"G4520700",40,650,650,"product"
"G4520800",320,695,880,"product"
"G4521200",500,770,1300,"product"
"G4521300",500,770,1300,"product"
"G4533700",245,435,1130,"product"
"G4525400",180,180,1020,"product"
"G4526000",350,900,1425,"product"
"G4525300",180,180,1020,"product"
"G4533000",30,650,900,"product"
"G4545200",180,180,1020,"product"
"G4545000",180,180,1020,"product"
"G4545100",180,180,1020,"product"
"G4550000",390,380,1600,"product"
"G4552500",670,670,2090,"product"
"K2370300N",700,210,800,"product"
"K2370300T",700,210,800,"product"
"K2370300",196,696,1790,"product"
"S0000021",3410,2300,810,"product"
"S0000020",3600,2600,900,"product"
"S0000022",3650,2850,700,"product"
"S0000019",3400,2300,800,"product"
"S0000025",3820,2950,800,"product"
"S0000029",3850,2900,810,"product"
"S0000030",3400,2300,800,"product"
"S0000024",3400,2300,800,"product"
"S0000031",3600,2600,900,"product"
"S0000028",3400,800,2280,"product"
"ZCN00004",520,420,1440,"product"
"ZCN00002",1970,1670,810,"product"
"ZCN00009",10,10,10,"product"
"ZCN00007",10,10,10,"product"
"ZCN00005",1650,300,1710,"product"
"ZCN00003",440,390,1240,"product"
"ZCN00017",3700,850,10,"product"
"ZCN00008",10,10,10,"product"
"ZCN00010",460,380,1150,"product"
"ZCN00011",1700,700,700,"product"
"ZCN00015",2400,1750,1,"product"
"ZCN00019",10,10,10,"product"
"ZCN00029",2000,560,1650,"product"
"ZCN00013",1500,700,1,"product"
"ZCN00020",10,10,10,"product"
"ZCN00022",10,10,10,"product"
"ZCN00036",1140,540,330,"product"
"ZCN00021",10,10,10,"product"
"ZCN00030",2000,560,1650,"product"
"ZCN00043",500,300,1260,"product"
"ZCN00032",1300,20,1160,"product"
"ZCN00040",540,320,1140,"product"
"ZCN00041",540,340,1130,"product"
"ZCN00031",1140,550,330,"product"
"ZCN00044",530,510,1220,"product"
"ZCN00042",10,10,10,"product"
"ZCN00045",550,480,1820,"product"
"ZCN00046",680,675,205,"product"
"ZCN00034",350,200,750,"product"
"ZCN00049",350,200,750,"product"
"ZCN00037",520,310,1280,"product"
"ZCN00050",450,290,972,"product"
"ZCN00054",452,291,972,"product"
"ZCN00035",1150,540,330,"product"
"ZCN00052",253,253,759,"product"
"ZCN00056",2200,2000,20,"product"
"ZCN00064",1930,300,1060,"product"
"ZCN00057",2500,2050,450,"product"
"ZCN00053",1140,540,330,"product"
"ZCN00066",4100,1500,10,"product"
"ZCN00051",1620,930,550,"product"
"ZCN00055",5400,3700,2300,"product"
"ZCN00078",2070,980,2360,"product"
"ZCN00077",1850,740,1880,"product"
"ZCN00068",700,200,900,"product"
"ZCN00076",1900,750,1900,"product"
"ZCN00072",1100,300,200,"product"
"ZCN00075",2650,2300,870,"product"
"ZCN00084",770,700,1800,"product"
"ZCN00085",5800,1950,500,"product"
"ZCN00081",2200,1600,20,"product"
"ZCN00083",2340,2080,980,"product"
"ZCN00082",2300,1350,700,"product"
"ZCN00080",770,700,1800,"product"
"ZCN00095",253,253,795,"product"
"ZCN00089",1430,570,1710,"product"
"ZCN00088",1430,560,1700,"product"
"ZCN00086",1540,970,2590,"product"
"ZCN00079",850,550,10,"product"
"ZCN00094",550,430,1210,"product"
"ZCN00098",460,460,380,"product"
"ZCN00093",880,880,650,"product"
"ZCN00092",490,490,1410,"product"
"ZCN00096",690,690,650,"product"
"ZCN00099",410,410,1085,"product"
"ZCN00100",470,300,1150,"product"
"ZCN00097",550,470,1200,"product"
"ZCN00091",490,490,1410,"product"
"ZCN00101",470,300,1150,"product"
"ZCN00102",550,470,1200,"product"
"ZCN00104",750,660,750,"product"
"ZCN00107",3100,2300,3000,"product"
"ZCN00110",10,10,10,"product"
"ZCN00103",290,170,1090,"product"
"ZCN00105",440,440,360,"product"
"ZCN00112",10,10,10,"product"
"ZCN00106",850,600,30,"product"
"ZCN00114",10,10,10,"product"
"ZCN00108",10,10,10,"product"
"ZCN00109",10,10,10,"product"
"ZCN00113",10,10,10,"product"
"ZCN00122",290,190,600,"product"
"ZCN00111",10,10,10,"product"
"ZCN00124",3000,2300,1000,"product"
"ZCN00129",2300,1400,1000,"product"
"ZCN00137",800,400,50,"product"
"ZCN00125",2300,2300,1000,"product"
"ZCN00126",3800,3400,20,"product"
"ZCN00128",465,465,1715,"product"
"ZCN00142",460,370,1307,"product"
"ZCN00130",1100,1100,400,"product"
"ZCN00123",1600,1500,50,"product"
"ZCN00139",2300,2300,1000,"product"
"ZCN00136",5100,550,550,"product"
"ZCN00135",1650,1050,500,"product"
"ZCN00121",290,180,600,"product"
"ZCN00138",2300,2300,1000,"product"
"ZCN00140",1445,195,905,"product"
"ZCN00146",1050,700,10,"product"
"ZCN00145",10,10,10,"product"
"ZCN00144",10,10,10,"product"
"ZCN00151",470,450,1700,"product"
"ZCN00127",470,450,1700,"product"
"ZCN00161",2100,950,8,"product"
"ZCN00156",500,300,80,"product"
"ZCN00152",210,210,800,"product"
"ZCN00150",800,240,800,"product"
"ZCN00158",500,500,80,"product"
"ZCN00160",1500,1000,10,"product"
"ZCN00141",1445,195,905,"product"
"ZCN00153",1700,1100,300,"product"
"ZCN00157",500,400,80,"product"
"ZCN00154",2100,1800,1,"product"
"ZCN00162",4600,3300,10,"product"
"ZCN00166",1790,490,490,"product"
"ZCN00155",500,300,80,"product"
"ZCN00143",10,10,10,"product"
"ZCN00163",2150,2000,10,"product"
"ZCN00176",770,700,1800,"product"
"ZCN00170",700,700,1800,"product"
"ZCN00187",700,500,1,"product"
"ZCN00181",3050,1800,950,"product"
"ZCN00182",2300,2300,900,"product"
"ZCN00183",1000,750,500,"product"
"ZCN00180",400,400,10,"product"
"ZCN00185",505,505,1435,"product"
"ZCN00174",2000,1400,30,"product"
"ZCN00188",700,500,1,"product"
"ZCN00191",200,200,800,"product"
"ZCN00184",620,310,1870,"product"
"ZCN00189",500,300,300,"product"
"ZCN00186",500,500,550,"product"
"ZCN00200",2100,2100,950,"product"
"ZCN00203",1850,670,670,"product"
"ZCN00197",5000,3600,500,"product"
"ZCN00177",500,500,550,"product"
"ZCN00193",4800,3800,600,"product"
"ZCN00194",4900,3600,500,"product"
"ZCN00199",2350,1900,700,"product"
"ZCN00190",700,500,300,"product"
"ZCN00192",4900,3600,500,"product"
"ZCN00196",4900,3600,500,"product"
"ZCN00195",4900,3600,500,"product"
"ZCN00208",2050,1630,10,"product"
"ZCN00207",2050,1650,10,"product"
"ZCN00205",710,680,1850,"product"
"ZCN00204",770,700,1800,"product"
"ZCN00210",1400,800,100,"product"
"ZCN00209",620,310,1870,"product"
"ZCN00213",800,400,50,"product"
"ZCN00221",10,10,10,"product"
"ZCN00217",4100,2700,10,"product"
"ZCN00206",770,700,1800,"product"
"ZCN00211",620,310,1870,"product"
"ZCN00218",5200,2100,10,"product"
"ZCN00212",1550,1050,250,"product"
"ZCN00222",10,10,10,"product"
"ZCN00220",10,10,10,"product"
"ZCN00231",10,10,10,"product"
"ZCN00216",5200,2100,10,"product"
"ZCN00224",10,10,10,"product"
"ZCN00215",4100,2700,20,"product"
"ZCN00225",10,10,10,"product"
"ZCN00234",10,10,10,"product"
"ZCN00233",10,10,10,"product"
"ZCN00230",10,10,10,"product"
"ZCN00229",10,10,10,"product"
"ZCN00236",10,10,10,"product"
"ZCN00243",780,750,320,"product"
"ZCN00244",10,10,10,"product"
"ZCN00245",770,700,1800,"product"
"ZCN00242",733,730,230,"product"
"ZCN00241",620,310,1870,"product"
"ZCN00249",2040,1250,860,"product"
"ZCN00247",2300,2250,650,"product"
"ZCN00235",10,10,10,"product"
"ZCN00254",1955,1060,265,"product"
"ZCN00256",4000,2400,800,"product"
"ZCN00260",1800,1600,20,"product"
"ZCN00258",3950,3200,10,"product"
"ZCN00266",2100,670,2700,"product"
"ZCN00253",2500,2350,630,"product"
"ZCN00252",770,700,1800,"product"
"ZCN00259",620,310,1870,"product"
"ZCN00261",1500,1050,5,"product"
"ZCN00255",2050,1960,810,"product"
"ZCN00269",380,380,1630,"product"
"ZCN00267",2100,650,2700,"product"
"ZCN00264",1300,1100,10,"product"
"ZCN00257",2650,1950,5,"product"
"ZCN00273",290,290,1410,"product"
"ZCN00271",350,230,1450,"product"
"ZCN00272",300,300,1400,"product"
"ZCN00275",290,290,1410,"product"
"ZCN00268",2030,480,2230,"product"
"ZCN00279",755,755,315,"product"
"ZCN00292",2800,1500,850,"product"
